kabupaten_kota,tahun,rasio_murid_per_guru_sd,Label_SD,Prediksi_Label_SD,rasio_murid_per_guru_smp,Label_SMP,Prediksi_Label_SMP,rasio_murid_per_guru_sma,Label_SMA,Prediksi_Label_SMA,rasio_murid_per_guru_smk,Label_SMK,Prediksi_Label_SMK
Kabupaten Bener Meriah,2019,12.155719557195573,Perlu Peningkatan,Perlu Peningkatan,6.01063829787234,Baik,Baik,6.50682261208577,Baik,Baik,6.802197802197802,Baik,Baik
Kabupaten Bener Meriah,2020,11.500346020761246,Perlu Peningkatan,Perlu Peningkatan,5.864,Baik,Baik,6.069169960474309,Baik,Baik,6.838383838383838,Baik,Baik
Kabupaten Bener Meriah,2021,12.04960460100647,Perlu Peningkatan,Perlu Peningkatan,5.896396396396397,Baik,Baik,6.84304932735426,Baik,Baik,8.377551020408163,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Bener Meriah,2022,11.920056100981768,Perlu Peningkatan,Perlu Peningkatan,5.893764434180139,Baik,Baik,7.547511312217194,Baik,Baik,6.598039215686274,Baik,Baik
Kabupaten Bener Meriah,2023,11.52937293729373,Perlu Peningkatan,Perlu Peningkatan,6.476355247981545,Baik,Baik,8.342857142857143,Baik,Baik,6.507462686567164,Baik,Baik
Kabupaten Bener Meriah,2024,11.182044887780549,Perlu Peningkatan,Perlu Peningkatan,6.876146788990826,Baik,Baik,9.285714285714286,Baik,Baik,6.7936507936507935,Baik,Baik
Kabupaten Bener Meriah,2025,10.766984505363528,Perlu Peningkatan,Perlu Peningkatan,7.156571428571429,Baik,Baik,9.362473347547974,Baik,Baik,6.758064516129032,Baik,Baik
Kabupaten Bireuen,2016,8.777603758809711,Baik,Baik,7.65417224453369,Baik,Baik,8.838132295719845,Baik,Baik,7.747706422018348,Baik,Perlu Peningkatan
Kabupaten Bireuen,2017,8.394945111054378,Baik,Baik,7.428761651131825,Baik,Baik,8.32857142857143,Baik,Baik,7.959731543624161,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Bireuen,2018,8.920235546038544,Baik,Baik,7.274172185430464,Baik,Baik,7.897853441894893,Baik,Baik,7.925764192139738,Baik,Baik
Kabupaten Bireuen,2019,8.777603758809711,Baik,Baik,8.304922515952597,Baik,Baik,8.701540957015409,Baik,Baik,7.910256410256411,Baik,Baik
Kabupaten Bireuen,2020,8.602616726526424,Baik,Baik,8.471320586927524,Baik,Baik,8.34154090548054,Baik,Baik,7.545824847250509,Baik,Baik
Kabupaten Bireuen,2021,8.782608695652174,Baik,Baik,8.765814266487213,Perlu Peningkatan,Baik,8.598645215918713,Baik,Baik,7.86875,Baik,Perlu Peningkatan
Kabupaten Bireuen,2022,8.680707228289132,Baik,Baik,8.42212389380531,Baik,Baik,8.676068376068375,Baik,Baik,8.367768595041323,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Bireuen,2023,8.732919254658386,Baik,Baik,8.45037494486105,Baik,Baik,9.125649913344887,Baik,Baik,8.383399209486166,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Bireuen,2024,8.784904688304998,Baik,Baik,8.401994796183867,Baik,Baik,9.383233532934131,Baik,Baik,8.652427184466019,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Bireuen,2025,8.997929070670464,Baik,Baik,8.07080745341615,Baik,Baik,9.830985915492958,Perlu Peningkatan,Baik,9.115384615384615,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Gayo Lues,2016,12.279775280898876,Perlu Peningkatan,Perlu Peningkatan,12.071641791044776,Perlu Peningkatan,Perlu Peningkatan,11.062962962962963,Perlu Peningkatan,Perlu Peningkatan,6.169491525423729,Baik,Baik
Kabupaten Gayo Lues,2017,14.42722371967655,Perlu Peningkatan,Perlu Peningkatan,11.596590909090908,Perlu Peningkatan,Perlu Peningkatan,11.129151291512915,Perlu Peningkatan,Perlu Peningkatan,6.363636363636363,Baik,Baik
Kabupaten Gayo Lues,2018,14.869198312236287,Perlu Peningkatan,Perlu Peningkatan,13.025974025974026,Perlu Peningkatan,Perlu Peningkatan,10.83969465648855,Perlu Peningkatan,Perlu Peningkatan,5.285714285714286,Baik,Baik
Kabupaten Gayo Lues,2019,12.279775280898876,Perlu Peningkatan,Perlu Peningkatan,10.094890510948906,Perlu Peningkatan,Baik,10.522556390977444,Perlu Peningkatan,Perlu Peningkatan,4.303571428571429,Baik,Baik
Kabupaten Gayo Lues,2020,11.060817547357926,Perlu Peningkatan,Perlu Peningkatan,7.531187122736418,Baik,Baik,10.54275092936803,Perlu Peningkatan,Perlu Peningkatan,4.714285714285714,Baik,Baik
Kabupaten Gayo Lues,2021,11.16781836130306,Perlu Peningkatan,Perlu Peningkatan,6.898520084566596,Baik,Baik,10.62406015037594,Perlu Peningkatan,Perlu Peningkatan,5.142857142857143,Baik,Baik
Kabupaten Gayo Lues,2022,10.56120527306968,Baik,Baik,6.827651515151516,Baik,Baik,9.703971119133573,Baik,Baik,4.333333333333333,Baik,Baik
Kabupaten Gayo Lues,2023,10.7680608365019,Perlu Peningkatan,Baik,6.81374321880651,Baik,Baik,9.107266435986158,Baik,Baik,4.012820512820513,Baik,Baik
Kabupaten Gayo Lues,2024,10.979846449136277,Perlu Peningkatan,Baik,7.873983739837398,Baik,Baik,9.06081081081081,Baik,Baik,4.0,Baik,Baik
Kabupaten Gayo Lues,2025,10.914634146341463,Perlu Peningkatan,Perlu Peningkatan,7.363288718929255,Baik,Baik,9.38,Baik,Baik,4.75,Baik,Baik
Kabupaten Nagan Raya,2016,10.007294429708223,Baik,Baik,9.102831594634873,Perlu Peningkatan,Perlu Peningkatan,11.085393258426967,Perlu Peningkatan,Perlu Peningkatan,8.523255813953488,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Nagan Raya,2017,10.368089573128062,Baik,Baik,9.111287758346581,Perlu Peningkatan,Perlu Peningkatan,10.46325167037862,Perlu Peningkatan,Perlu Peningkatan,10.875,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Nagan Raya,2018,10.652142857142858,Perlu Peningkatan,Perlu Peningkatan,9.349337748344372,Perlu Peningkatan,Perlu Peningkatan,9.662192393736017,Baik,Baik,10.604651162790697,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Nagan Raya,2019,10.007294429708223,Baik,Baik,9.150470219435737,Perlu Peningkatan,Perlu Peningkatan,9.46606334841629,Baik,Perlu Peningkatan,10.358695652173912,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Nagan Raya,2020,9.02937576499388,Baik,Baik,8.431034482758621,Baik,Baik,8.52967032967033,Baik,Perlu Peningkatan,9.911111111111111,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Nagan Raya,2021,9.471135940409683,Baik,Baik,8.537777777777778,Perlu Peningkatan,Perlu Peningkatan,9.15,Baik,Baik,8.95,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Nagan Raya,2022,9.351186853317103,Baik,Baik,8.079658605974396,Baik,Baik,9.385844748858448,Baik,Baik,7.51,Baik,Perlu Peningkatan
Kabupaten Nagan Raya,2023,9.323424494649228,Baik,Baik,8.46927374301676,Baik,Baik,9.712087912087911,Perlu Peningkatan,Perlu Peningkatan,7.422680412371134,Baik,Perlu Peningkatan
Kabupaten Nagan Raya,2024,9.291521486643438,Baik,Baik,9.332869080779945,Perlu Peningkatan,Baik,9.778021978021979,Perlu Peningkatan,Perlu Peningkatan,7.44,Baik,Baik
Kabupaten Nagan Raya,2025,9.321387940841866,Baik,Baik,9.521917808219179,Perlu Peningkatan,Baik,9.925274725274726,Perlu Peningkatan,Perlu Peningkatan,7.805825242718447,Baik,Baik
Kabupaten Pidie,2016,8.365439770554493,Baik,Baik,7.646302250803859,Baik,Baik,9.094754653130288,Baik,Baik,8.828254847645429,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Pidie,2017,8.60377358490566,Baik,Baik,7.026395939086294,Baik,Baik,8.832365145228216,Baik,Baik,9.116402116402117,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Pidie,2018,8.729689807976367,Baik,Baik,7.021860701576004,Baik,Baik,8.139723801787165,Baik,Baik,8.917525773195877,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Pidie,2019,8.365439770554493,Baik,Baik,7.14334637964775,Baik,Baik,8.126760563380282,Baik,Baik,8.753148614609572,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Pidie,2020,8.079652255639099,Baik,Baik,7.051342439943476,Baik,Baik,7.689430894308943,Baik,Baik,8.29951690821256,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Pidie,2021,8.336334874665368,Baik,Baik,6.957115928369463,Baik,Baik,8.33007985803017,Baik,Baik,8.549504950495049,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Pidie,2022,8.138668589281423,Baik,Baik,6.70889748549323,Baik,Baik,8.945602901178605,Baik,Baik,8.393564356435643,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Pidie,2023,8.174059787849567,Baik,Baik,6.668472906403941,Baik,Baik,9.727019498607243,Perlu Peningkatan,Baik,8.412587412587413,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Pidie,2024,8.211417513304307,Baik,Baik,6.902129817444219,Baik,Baik,9.753176043557168,Perlu Peningkatan,Baik,8.054704595185996,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Pidie,2025,8.178115208483971,Baik,Baik,6.930682976554536,Baik,Baik,9.313513513513513,Baik,Baik,8.146997929606625,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Pidie Jaya,2016,6.395139989434759,Baik,Baik,6.007142857142857,Baik,Baik,7.075247524752475,Baik,Baik,5.533333333333333,Baik,Baik
Kabupaten Pidie Jaya,2017,6.512513601741023,Baik,Baik,6.1940298507462686,Baik,Baik,6.980694980694981,Baik,Baik,5.111675126903553,Baik,Baik
Kabupaten Pidie Jaya,2018,6.525515743756786,Baik,Baik,6.148883374689826,Baik,Baik,6.701348747591522,Baik,Baik,4.990384615384615,Baik,Baik
Kabupaten Pidie Jaya,2019,6.395139989434759,Baik,Baik,6.359375,Baik,Baik,6.890873015873016,Baik,Baik,4.885844748858448,Baik,Baik
Kabupaten Pidie Jaya,2020,6.452293094359515,Baik,Baik,6.27732079905993,Baik,Baik,6.668582375478927,Baik,Baik,4.859649122807017,Baik,Baik
Kabupaten Pidie Jaya,2021,6.68613537117904,Baik,Baik,6.2146171693735495,Baik,Baik,7.277777777777778,Baik,Baik,5.343891402714932,Baik,Baik
Kabupaten Pidie Jaya,2022,6.643828167482328,Baik,Baik,5.8597701149425285,Baik,Baik,7.485232067510548,Baik,Baik,5.606334841628959,Baik,Baik
Kabupaten Pidie Jaya,2023,6.725586470267321,Baik,Baik,5.730504587155964,Baik,Baik,8.154867256637168,Baik,Baik,6.299559471365638,Baik,Baik
Kabupaten Pidie Jaya,2024,6.8084291187739465,Baik,Baik,5.776,Baik,Baik,8.48993288590604,Baik,Baik,6.6347826086956525,Baik,Baik
Kabupaten Pidie Jaya,2025,6.721896643580181,Baik,Baik,5.921387283236994,Baik,Baik,8.35022026431718,Baik,Baik,6.825726141078838,Baik,Baik
Kabupaten Simeulue,2016,6.698770491803279,Baik,Baik,8.585412667946256,Perlu Peningkatan,Perlu Peningkatan,9.420212765957446,Baik,Baik,8.261194029850746,Perlu Peningkatan,Perlu Peningkatan
Kabupaten Simeulue,2017,7.076601671309192,Baik,Baik,9.005952380952381,Perlu Peningkatan,Perlu Peningkatan,8.661764705882353,Baik,Baik,6.935897435897436,Baik,Baik
Kabupaten Simeulue,2018,7.051687006460876,Baik,Baik,8.596986817325801,Perlu Peningkatan,Perlu Peningkatan,8.23855421686747,Baik,Baik,6.933333333333334,Baik,Baik
Kabupaten Simeulue,2019,6.698770491803279,Baik,Baik,8.25925925925926,Baik,Baik,8.38443396226415,Baik,Baik,6.923611111111111,Baik,Baik
Kabupaten Simeulue,2020,6.026282853566959,Baik,Baik,6.690184049079755,Baik,Baik,7.405349794238683,Baik,Baik,6.197604790419161,Baik,Baik
Kabupaten Simeulue,2021,6.277957336780866,Baik,Baik,6.082706766917293,Baik,Baik,9.10561797752809,Baik,Baik,6.546052631578948,Baik,Baik
Kabupaten Simeulue,2022,6.125790139064476,Baik,Baik,5.2635983263598325,Baik,Baik,7.871951219512195,Baik,Baik,6.375,Baik,Baik
Kabupaten Simeulue,2023,5.827710843373494,Baik,Baik,5.11978465679677,Baik,Baik,7.702912621359223,Baik,Baik,4.5638297872340425,Baik,Baik
Kabupaten Simeulue,2024,5.5595854922279795,Baik,Baik,5.239895697522816,Baik,Baik,7.739837398373984,Baik,Baik,4.190476190476191,Baik,Baik
Kabupaten Simeulue,2025,5.418222976796831,Baik,Baik,5.405475880052151,Baik,Baik,7.5030549898167,Baik,Baik,3.6823529411764704,Baik,Baik
Kota Banda Aceh,2016,18.885182311869666,Perlu Peningkatan,Perlu Peningkatan,11.704081632653061,Perlu Peningkatan,Perlu Peningkatan,10.355455568053992,Perlu Peningkatan,Perlu Peningkatan,10.783333333333333,Perlu Peningkatan,Perlu Peningkatan
Kota Banda Aceh,2017,19.638245033112582,Perlu Peningkatan,Perlu Peningkatan,11.88036410923277,Perlu Peningkatan,Perlu Peningkatan,10.832568807339449,Perlu Peningkatan,Perlu Peningkatan,11.576502732240437,Perlu Peningkatan,Perlu Peningkatan
Kota Banda Aceh,2018,19.864238410596027,Perlu Peningkatan,Perlu Peningkatan,13.069986541049799,Perlu Peningkatan,Perlu Peningkatan,10.836216839677046,Perlu Peningkatan,Perlu Peningkatan,11.628342245989305,Perlu Peningkatan,Perlu Peningkatan
Kota Banda Aceh,2019,18.885182311869666,Perlu Peningkatan,Perlu Peningkatan,13.190237797246558,Perlu Peningkatan,Perlu Peningkatan,11.260257913247361,Perlu Peningkatan,Perlu Peningkatan,11.708661417322835,Perlu Peningkatan,Perlu Peningkatan
Kota Banda Aceh,2020,17.536337209302324,Perlu Peningkatan,Perlu Peningkatan,13.499398315282791,Perlu Peningkatan,Perlu Peningkatan,10.381984036488028,Perlu Peningkatan,Perlu Peningkatan,10.640586797066014,Perlu Peningkatan,Perlu Peningkatan
Kota Banda Aceh,2021,17.093950177935945,Perlu Peningkatan,Perlu Peningkatan,13.277506112469437,Perlu Peningkatan,Perlu Peningkatan,11.95910780669145,Perlu Peningkatan,Perlu Peningkatan,12.128266033254157,Perlu Peningkatan,Perlu Peningkatan
Kota Banda Aceh,2022,16.77247579529737,Perlu Peningkatan,Perlu Peningkatan,12.934466019417476,Perlu Peningkatan,Perlu Peningkatan,11.672832369942197,Perlu Peningkatan,Perlu Peningkatan,11.680387409200968,Perlu Peningkatan,Perlu Peningkatan
Kota Banda Aceh,2023,16.861149110807112,Perlu Peningkatan,Perlu Peningkatan,12.90952380952381,Perlu Peningkatan,Perlu Peningkatan,12.3561190738699,Perlu Peningkatan,Perlu Peningkatan,11.456709956709958,Perlu Peningkatan,Perlu Peningkatan
Kota Banda Aceh,2024,16.936443542934416,Perlu Peningkatan,Perlu Peningkatan,12.830527497194163,Perlu Peningkatan,Perlu Peningkatan,11.874233128834355,Perlu Peningkatan,Perlu Peningkatan,11.097510373443983,Perlu Peningkatan,Perlu Peningkatan
Kota Banda Aceh,2025,16.965721819380356,Perlu Peningkatan,Perlu Peningkatan,13.900684931506849,Perlu Peningkatan,Perlu Peningkatan,11.8970736629667,Perlu Peningkatan,Perlu Peningkatan,11.417355371900827,Perlu Peningkatan,Perlu Peningkatan
Kota Langsa,2016,13.874196510560147,Perlu Peningkatan,Perlu Peningkatan,11.294827586206896,Perlu Peningkatan,Perlu Peningkatan,12.35632183908046,Perlu Peningkatan,Perlu Peningkatan,9.547945205479452,Perlu Peningkatan,Perlu Peningkatan
Kota Langsa,2017,13.636446056210335,Perlu Peningkatan,Perlu Peningkatan,10.883561643835616,Perlu Peningkatan,Perlu Peningkatan,12.241176470588234,Perlu Peningkatan,Perlu Peningkatan,10.164864864864866,Perlu Peningkatan,Perlu Peningkatan
Kota Langsa,2018,14.44603629417383,Perlu Peningkatan,Perlu Peningkatan,10.412645590682196,Perlu Peningkatan,Perlu Peningkatan,11.118155619596541,Perlu Peningkatan,Perlu Peningkatan,10.46236559139785,Perlu Peningkatan,Perlu Peningkatan
Kota Langsa,2019,13.874196510560147,Perlu Peningkatan,Perlu Peningkatan,10.935064935064934,Perlu Peningkatan,Perlu Peningkatan,11.44984802431611,Perlu Peningkatan,Perlu Peningkatan,10.788203753351207,Perlu Peningkatan,Perlu Peningkatan
Kota Langsa,2020,12.842794759825328,Perlu Peningkatan,Perlu Peningkatan,10.51177394034537,Perlu Peningkatan,Perlu Peningkatan,10.349431818181818,Perlu Peningkatan,Perlu Peningkatan,9.926395939086294,Perlu Peningkatan,Perlu Peningkatan
Kota Langsa,2021,13.397556390977444,Perlu Peningkatan,Perlu Peningkatan,10.4848,Perlu Peningkatan,Perlu Peningkatan,11.570987654320987,Perlu Peningkatan,Perlu Peningkatan,10.52892561983471,Perlu Peningkatan,Perlu Peningkatan
Kota Langsa,2022,12.887232059645854,Perlu Peningkatan,Perlu Peningkatan,10.537704918032787,Perlu Peningkatan,Perlu Peningkatan,12.697530864197532,Perlu Peningkatan,Perlu Peningkatan,9.03957783641161,Perlu Peningkatan,Perlu Peningkatan
Kota Langsa,2023,12.879472693032016,Perlu Peningkatan,Perlu Peningkatan,11.086882453151619,Perlu Peningkatan,Perlu Peningkatan,12.580174927113703,Perlu Peningkatan,Perlu Peningkatan,9.082228116710874,Perlu Peningkatan,Perlu Peningkatan
Kota Langsa,2024,12.870599429115128,Perlu Peningkatan,Perlu Peningkatan,12.066549912434326,Perlu Peningkatan,Perlu Peningkatan,12.616045845272206,Perlu Peningkatan,Perlu Peningkatan,9.204188481675393,Perlu Peningkatan,Perlu Peningkatan
Kota Langsa,2025,13.0732635585157,Perlu Peningkatan,Perlu Peningkatan,12.399647887323944,Perlu Peningkatan,Perlu Peningkatan,13.026162790697674,Perlu Peningkatan,Perlu Peningkatan,9.88888888888889,Perlu Peningkatan,Perlu Peningkatan
Kota Lhokseumawe,2016,13.500370644922164,Perlu Peningkatan,Perlu Peningkatan,11.111898016997166,Perlu Peningkatan,Perlu Peningkatan,9.411764705882353,Baik,Perlu Peningkatan,9.297029702970297,Perlu Peningkatan,Perlu Peningkatan
Kota Lhokseumawe,2017,13.573795180722891,Perlu Peningkatan,Perlu Peningkatan,9.74875,Perlu Peningkatan,Perlu Peningkatan,8.894211576846308,Baik,Baik,9.041292639138241,Perlu Peningkatan,Perlu Peningkatan
Kota Lhokseumawe,2018,13.68,Perlu Peningkatan,Perlu Peningkatan,9.586163522012578,Perlu Peningkatan,Perlu Peningkatan,8.781512605042018,Baik,Baik,9.454198473282442,Perlu Peningkatan,Perlu Peningkatan
Kota Lhokseumawe,2019,13.500370644922164,Perlu Peningkatan,Perlu Peningkatan,9.79746835443038,Perlu Peningkatan,Perlu Peningkatan,9.153669724770642,Baik,Baik,9.944897959183674,Perlu Peningkatan,Perlu Peningkatan
Kota Lhokseumawe,2020,13.007194244604317,Perlu Peningkatan,Perlu Peningkatan,9.743718592964823,Perlu Peningkatan,Perlu Peningkatan,8.570454545454545,Baik,Baik,9.180392156862744,Perlu Peningkatan,Perlu Peningkatan
Kota Lhokseumawe,2021,13.01978021978022,Perlu Peningkatan,Perlu Peningkatan,9.973924380704041,Perlu Peningkatan,Perlu Peningkatan,8.977329974811083,Baik,Baik,9.70281124497992,Perlu Peningkatan,Perlu Peningkatan
Kota Lhokseumawe,2022,12.507607192254495,Perlu Peningkatan,Perlu Peningkatan,9.913385826771654,Perlu Peningkatan,Perlu Peningkatan,9.906666666666666,Perlu Peningkatan,Perlu Peningkatan,8.815040650406504,Perlu Peningkatan,Perlu Peningkatan
Kota Lhokseumawe,2023,12.759002770083102,Perlu Peningkatan,Perlu Peningkatan,10.702364394993046,Perlu Peningkatan,Perlu Peningkatan,10.58311345646438,Perlu Peningkatan,Perlu Peningkatan,9.081135902636916,Perlu Peningkatan,Perlu Peningkatan
Kota Lhokseumawe,2024,13.020124913254683,Perlu Peningkatan,Perlu Peningkatan,10.630936227951153,Perlu Peningkatan,Perlu Peningkatan,10.635,Perlu Peningkatan,Perlu Peningkatan,9.169354838709678,Perlu Peningkatan,Perlu Peningkatan
Kota Lhokseumawe,2025,13.345670391061452,Perlu Peningkatan,Perlu Peningkatan,10.976190476190476,Perlu Peningkatan,Perlu Peningkatan,10.260240963855422,Perlu Peningkatan,Perlu Peningkatan,8.996108949416342,Perlu Peningkatan,Perlu Peningkatan
Kota Sabang,2016,9.616707616707616,Baik,Baik,5.462121212121212,Baik,Baik,7.467625899280575,Baik,Baik,4.23404255319149,Baik,Baik
Kota Sabang,2017,9.41421568627451,Baik,Baik,6.510460251046025,Baik,Baik,7.453237410071942,Baik,Baik,4.956521739130435,Baik,Baik
Kota Sabang,2018,10.0,Baik,Baik,6.701680672268908,Baik,Baik,8.521008403361344,Baik,Perlu Peningkatan,6.372093023255814,Baik,Baik
Kota Sabang,2019,9.616707616707616,Baik,Baik,6.5875,Baik,Baik,10.55,Perlu Peningkatan,Perlu Peningkatan,7.975,Perlu Peningkatan,Perlu Peningkatan
Kota Sabang,2020,9.6848635235732,Baik,Baik,6.0505836575875485,Baik,Baik,11.254901960784315,Perlu Peningkatan,Perlu Peningkatan,8.195121951219512,Perlu Peningkatan,Perlu Peningkatan
Kota Sabang,2021,9.56,Baik,Baik,6.670886075949367,Baik,Baik,11.904761904761905,Perlu Peningkatan,Perlu Peningkatan,9.763157894736842,Perlu Peningkatan,Perlu Peningkatan
Kota Sabang,2022,9.596009975062344,Baik,Baik,7.013274336283186,Baik,Baik,10.972477064220184,Perlu Peningkatan,Perlu Peningkatan,8.25,Perlu Peningkatan,Perlu Peningkatan
Kota Sabang,2023,9.464646464646465,Baik,Baik,7.301369863013699,Baik,Baik,11.759615384615385,Perlu Peningkatan,Perlu Peningkatan,8.466666666666667,Perlu Peningkatan,Perlu Peningkatan
Kota Sabang,2024,9.353846153846154,Baik,Baik,7.23394495412844,Baik,Baik,11.141592920353983,Perlu Peningkatan,Perlu Peningkatan,8.577777777777778,Perlu Peningkatan,Perlu Peningkatan
Kota Sabang,2025,9.380829015544041,Baik,Baik,7.631578947368421,Baik,Baik,11.537037037037036,Perlu Peningkatan,Perlu Peningkatan,8.73913043478261,Perlu Peningkatan,Perlu Peningkatan
Kota Subulussalam,2016,12.972162740899357,Perlu Peningkatan,Perlu Peningkatan,13.215873015873015,Perlu Peningkatan,Perlu Peningkatan,15.21359223300971,Perlu Peningkatan,Perlu Peningkatan,13.683168316831683,Perlu Peningkatan,Perlu Peningkatan
Kota Subulussalam,2017,12.99322033898305,Perlu Peningkatan,Perlu Peningkatan,13.748407643312103,Perlu Peningkatan,Perlu Peningkatan,13.899563318777293,Perlu Peningkatan,Perlu Peningkatan,12.163793103448276,Perlu Peningkatan,Perlu Peningkatan
Kota Subulussalam,2018,13.527167630057804,Perlu Peningkatan,Perlu Peningkatan,13.122641509433961,Perlu Peningkatan,Perlu Peningkatan,13.787755102040816,Perlu Peningkatan,Perlu Peningkatan,11.65625,Perlu Peningkatan,Perlu Peningkatan
Kota Subulussalam,2019,12.972162740899357,Perlu Peningkatan,Perlu Peningkatan,13.81437125748503,Perlu Peningkatan,Perlu Peningkatan,13.845528455284553,Perlu Peningkatan,Perlu Peningkatan,11.323741007194245,Perlu Peningkatan,Perlu Peningkatan
Kota Subulussalam,2020,12.894957983193278,Perlu Peningkatan,Perlu Peningkatan,12.760445682451254,Perlu Peningkatan,Perlu Peningkatan,12.106060606060606,Perlu Peningkatan,Perlu Peningkatan,10.61744966442953,Perlu Peningkatan,Perlu Peningkatan
Kota Subulussalam,2021,12.710607621009268,Perlu Peningkatan,Perlu Peningkatan,13.044321329639889,Perlu Peningkatan,Perlu Peningkatan,12.512195121951219,Perlu Peningkatan,Perlu Peningkatan,9.396341463414634,Perlu Peningkatan,Perlu Peningkatan
Kota Subulussalam,2022,11.907265774378585,Perlu Peningkatan,Perlu Peningkatan,11.525252525252526,Perlu Peningkatan,Perlu Peningkatan,11.815686274509805,Perlu Peningkatan,Perlu Peningkatan,8.163742690058479,Perlu Peningkatan,Baik
Kota Subulussalam,2023,11.757129714811407,Perlu Peningkatan,Perlu Peningkatan,10.929411764705883,Perlu Peningkatan,Perlu Peningkatan,11.073260073260073,Perlu Peningkatan,Perlu Peningkatan,7.14207650273224,Baik,Baik
Kota Subulussalam,2024,11.617021276595745,Perlu Peningkatan,Perlu Peningkatan,10.875862068965517,Perlu Peningkatan,Perlu Peningkatan,11.598513011152416,Perlu Peningkatan,Perlu Peningkatan,6.956756756756757,Baik,Baik
Kota Subulussalam,2025,11.481067125645438,Perlu Peningkatan,Perlu Peningkatan,10.251572327044025,Perlu Peningkatan,Perlu Peningkatan,11.195804195804195,Perlu Peningkatan,Perlu Peningkatan,7.158469945355192,Baik,Baik
